INSTNM,STABBR,REGION,C200_4,RET_FT4_POOLED,ADM_RATE_ALL,C150_4,UGDS,PCTFLOAN,TRANS_4_POOLED,CCUGPROF,CONTROL,CCSIZSET,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,MD_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,SD_EARN_WNE_P10,AVGFACSAL,INC_PCT_LO,DEP_STAT_PCT_IND,PAR_ED_PCT_1STGEN
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,NY,2,NULL,NULL,NULL,NULL,23,0.3836,NULL,-2,3,-2,17620,15843,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6231884058,0.7536231884,0.4464285714
Yeshiva of Machzikai Hadas,NY,2,0.3898,0.994,0.81632653061224,0.3968,413,0,0,11,2,6,12920,12988,14032,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2587,0.8269230769,0.1217948718,PrivacySuppressed
Aveda Institute-Columbus,OH,3,NULL,NULL,NULL,NULL,267,0.5494,NULL,-2,3,-2,18872,19339,22849,23538,22866,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6145675266,0.4749620637,0.426056338
Paul Mitchell the School-Cincinnati,OH,3,NULL,NULL,NULL,NULL,237,0.5971,NULL,-2,3,-2,16537,19659,19504,20896,20521,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6010362694,0.493955095,0.4873294347
Hands on Therapy,TX,6,NULL,NULL,NULL,NULL,43,0.8455,NULL,-2,3,-2,17172,17497,17807,NULL,22028,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7483870968,0.8322580645,0.4852941176
MediaTech Institute-Dallas,TX,6,NULL,NULL,NULL,NULL,162,0.6513,NULL,-2,3,-2,18813,19219,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3750,0.6463157895,0.6252631579,0.3645320197
PCCenter,TX,6,NULL,NULL,NULL,NULL,24,0.9048,NULL,-2,3,-2,24767,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7575757576,0.8333333333,0.3818181818
Aveda Institute-San Antonio,TX,6,NULL,NULL,NULL,NULL,183,0.5744,NULL,-2,3,-2,12888,13500,14339,16118,15501,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5896656535,0.5744680851,0.4776632302
Skin Science Institute,UT,7,NULL,NULL,NULL,NULL,143,0.3913,NULL,-2,3,-2,17491,20717,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.56,0.6133333333,0.3909774436
Pacific Northwest University of Health Sciences,WA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Chicago School of Professional Psychology at Irvine,CA,8,NULL,NULL,0.36238532110091,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7592,0.6256157635,0.8374384236,0.4642857143
Fortis College-Dothan,AL,5,NULL,NULL,NULL,NULL,189,0.6264,NULL,-2,3,-2,15899,15563,19236,19236,NULL,19200,12300,26500,13500,NULL,0.8672839506,0.7654320988,0.5291902072
Fortis Institute-Pensacola,FL,5,NULL,NULL,NULL,NULL,564,0.6032,NULL,4,3,2,24806,24490,29281,30272,30272,20900,12700,28100,14500,4340,0.7980335928,0.7181482999,0.5390663391
Fortis College-Montgomery,AL,5,NULL,NULL,NULL,NULL,311,0.6423,NULL,-2,3,-2,18268,19611,19234,23111,23111,20900,12700,28100,14500,NULL,0.7980335928,0.7181482999,0.5390663391
Woodland Community College,CA,8,NULL,NULL,NULL,NULL,2891,0,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9896,0.6921933086,0.5130111524,0.5843137255
Dorsey Business Schools-Roseville Culinary Academy,MI,3,NULL,NULL,NULL,NULL,113,0.8692,NULL,-2,3,-2,28475,28033,NULL,NULL,NULL,22700,12100,34100,17500,NULL,0.857362976,0.7164869029,0.5743727599
Vatterott College-Appling Farms,TN,5,NULL,NULL,NULL,NULL,255,0.92,NULL,4,3,1,18507,18910,22806,24307,24307,24800,14100,39700,21100,4274,0.7765205092,0.7942008487,0.5307917889
Brown Mackie College-Boise,ID,7,0.0833,NULL,NULL,0.1545,74,0.808,0,11,3,6,NULL,NULL,NULL,NULL,NULL,29400,16900,42500,20300,4110,0.7125425653,0.6569239501,0.4887650235
Brown Mackie College-Tulsa,OK,6,0,NULL,NULL,0.1818,144,0.824,0,11,3,6,NULL,NULL,NULL,NULL,NULL,29400,16900,42500,20300,4683,0.7125425653,0.6569239501,0.4887650235
Fortis Institute-Birmingham,AL,5,NULL,NULL,NULL,NULL,451,0.666,NULL,4,3,1,26531,26519,28027,NULL,NULL,24700,13400,39100,20700,7068,0.7841817417,0.6827934371,0.6093096234
Miller-Motte College-Greenville,NC,5,NULL,NULL,NULL,NULL,135,0.6092,NULL,3,3,1,21527,NULL,NULL,NULL,NULL,23500,12600,34500,17900,3999,0.8464849354,0.8454806313,0.5781619654
The Chicago School of Professional Psychology at Los Angeles,CA,8,NULL,NULL,0.36238532110091,NULL,138,0.8021,NULL,5,2,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7507,0.6256157635,0.8374384236,0.4642857143
Cardiac and Vascular Institute of Ultrasound,AL,5,NULL,NULL,NULL,NULL,32,1,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7547169811,PrivacySuppressed,PrivacySuppressed
Virginia College-Jacksonville,FL,5,NULL,NULL,NULL,NULL,697,0.7105,NULL,3,3,2,30175,30423,32104,NULL,NULL,24600,13900,37600,20800,4409,0.8218329525,0.7521198274,0.5505912432
Studio Academy of Beauty,AZ,6,NULL,NULL,NULL,NULL,405,0.8943,NULL,-2,3,-2,16731,17190,18766,19606,19969,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6854082999,0.6666666667,0.5071770335
California Nurses Educational Institute,CA,8,NULL,NULL,NULL,NULL,242,0.7386,NULL,-2,3,-2,14492,15621,17423,19730,19730,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7554585153,0.6506550218,0.5764705882
RWM Fiber Optics,CA,8,NULL,NULL,NULL,NULL,111,0.513,NULL,-2,3,-2,15875,15920,14763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.9188034188,PrivacySuppressed,0.5591397849
Paul Mitchell the School-Sacramento,CA,8,NULL,NULL,NULL,NULL,431,0.5361,NULL,-2,3,-2,14836,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6268472906,0.4963054187,0.466367713
Providence Christian College,CA,8,0.8,0.6017,0.91156462585034,0.5714,167,0.7866,0.0926,11,2,8,19061,19841,22387,22634,23743,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5326,0.2519083969,PrivacySuppressed,0.3025210084
Oxford Academy of Hair Design Inc,CT,1,NULL,NULL,NULL,NULL,82,0.7864,NULL,-2,3,-2,11846,13673,14073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6203703704,0.4722222222,0.4942528736
Institute of World Politics,DC,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9809,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Pontifical John Paul II Institute for Studies on Marriage and Family,DC,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8313,NULL,NULL,NULL
Medical Institute of Palm Beach,FL,5,NULL,NULL,NULL,NULL,138,0.5989,NULL,-2,3,-2,21506,21537,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.8521400778,0.6186770428,0.5404040404
Woodruff Medical Training and Testing,GA,5,NULL,NULL,NULL,NULL,92,0.5475,NULL,-2,3,-2,20270,21704,24598,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.780141844,0.8262411348,0.5924170616
Oliver Finley Academy of Cosmetology,ID,7,NULL,NULL,NULL,NULL,221,0.6478,NULL,-2,3,-2,11854,13461,13846,16635,17023,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5146579805,0.4690553746,0.4343065693
National Career College,CA,8,NULL,NULL,NULL,NULL,270,0.5642,NULL,4,3,1,17297,17256,21030,NULL,NULL,NULL,NULL,NULL,NULL,5304,0.7756756757,0.6810810811,0.5664335664
Aveda Institute-Chicago,IL,3,NULL,NULL,NULL,NULL,113,0.5458,NULL,-2,3,-2,21423,22972,21222,25305,25305,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5536480687,0.4635193133,0.3910891089
Tricoci University of Beauty Culture-Libertyville,IL,3,NULL,NULL,NULL,NULL,151,0.6332,NULL,-2,3,-2,14921,15716,19274,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5465465465,0.4354354354,0.5302491103
Tricoci University of Beauty Culture-Bridgeview,IL,3,NULL,NULL,NULL,NULL,227,0.6422,NULL,-2,3,-2,15034,14750,15397,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6813880126,0.570977918,0.5310077519
The Temple-A Paul Mitchell Partner School,MD,2,NULL,NULL,NULL,NULL,183,0.5847,NULL,-2,3,-2,14912,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5673913043,0.5065217391,0.4812030075
Center for Massage,NC,5,NULL,NULL,NULL,NULL,46,0.7778,NULL,-2,3,-2,10742,12211,13353,14375,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7692307692,0.8021978022,PrivacySuppressed
Academy of Hair Design-Oklahoma City,OK,6,NULL,NULL,NULL,NULL,46,0.6813,NULL,-2,3,-2,12625,11360,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6767676768,0.6464646465,0.476744186
Pulse Beauty Academy,PA,2,NULL,NULL,NULL,NULL,99,0.5839,NULL,-2,3,-2,14917,15323,19322,20438,20438,NULL,NULL,NULL,NULL,NULL,0.4195804196,0.4475524476,0.453125
Liberty Technical College,PR,9,NULL,NULL,NULL,NULL,135,0,NULL,-2,3,-2,3869,6495,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2800,0.9525862069,0.5560344828,0.5297029703
Toni & Guy Hairdressing Academy-Cranston,RI,1,NULL,NULL,NULL,NULL,135,0.5574,NULL,-2,3,-2,16215,17337,19398,20286,20286,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5070422535,0.4319248826,0.5306122449
South Texas Training Center,TX,6,NULL,NULL,NULL,NULL,170,0.7447,NULL,-2,3,-2,8220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8251231527,0.5418719212,0.7116788321
Columbia College,VA,5,NULL,NULL,NULL,NULL,347,0.0258,NULL,4,3,1,10490,9965,12017,NULL,NULL,NULL,NULL,NULL,NULL,3833,0.8784916201,0.9259776536,0.6548672566
Vermont College of Fine Arts,VT,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Advanced Welding Institute,VT,1,NULL,NULL,NULL,NULL,42,0.625,NULL,-2,3,-2,14505,17181,17783,22123,20498,NULL,NULL,NULL,NULL,NULL,0.4545454545,0.4025974026,PrivacySuppressed
Paul Mitchell the School-Memphis,TN,5,NULL,NULL,NULL,NULL,177,0.6537,NULL,-2,3,-2,12047,10836,14447,15961,15961,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.637254902,0.5196078431,0.4888888889
Pima Medical Institute-East Valley,AZ,6,NULL,NULL,NULL,NULL,493,0.5675,NULL,4,3,1,17172,17258,17565,18494,NULL,28800,15100,40200,22900,4211,0.6241371287,0.6248351819,0.5053929122
Virginia College-Charleston,SC,5,NULL,1,NULL,0.37,388,0.7055,0.0152,7,3,6,28785,29606,33138,NULL,NULL,24600,13900,37600,20800,4409,0.8218329525,0.7521198274,0.5505912432
Paul Mitchell the School-Cleveland,OH,3,NULL,NULL,NULL,NULL,193,0.642,NULL,-2,3,-2,12576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6418604651,0.4651162791,0.5054945055
Paul Mitchell the School-Columbus,OH,3,NULL,NULL,NULL,NULL,192,0.6667,NULL,-2,3,-2,12983,12888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5775193798,0.4689922481,0.4279475983
Georgia Beauty Academy,GA,5,NULL,NULL,NULL,NULL,108,0.4693,NULL,-2,3,-2,11878,14521,12423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7062937063,0.6013986014,0.6228070175
Empire Beauty School-Lauderhill,FL,5,NULL,NULL,NULL,NULL,79,0.8582,NULL,-2,3,-2,14211,14637,NULL,18990,NULL,20300,12500,32700,22400,NULL,0.7503751876,0.6228114057,0.5698717949
Empire Beauty School-Spring Lake Park,MN,4,NULL,NULL,NULL,NULL,94,0.7576,NULL,-2,3,-2,10388,10614,15997,15742,17276,18200,8100,28800,15100,NULL,0.7436725902,0.6235864297,0.5524523161
MediaTech Institute-Houston,TX,6,NULL,NULL,NULL,NULL,99,0.8148,NULL,-2,3,-2,21255,21256,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6463157895,0.6252631579,0.3645320197
Fortis College-Phoenix,AZ,6,NULL,NULL,NULL,NULL,156,0.7462,NULL,0,3,1,21519,22659,25564,NULL,NULL,33200,20300,47200,24000,5048,0.7319925164,0.8362956034,0.5413975338
Platt College-Miller-Motte-Raleigh,NC,5,NULL,NULL,NULL,NULL,435,0.7348,NULL,3,3,1,20063,NULL,24802,NULL,NULL,22400,12000,33800,16000,4207,0.8393462228,0.8253936616,0.589231547
Lamson Institute,TX,6,NULL,NULL,NULL,NULL,288,0.5013,NULL,-2,3,-2,20508,22605,22648,24527,NULL,33400,15000,53800,30800,NULL,0.6626712329,0.7425799087,0.5595238095
College of Hair Design-East Campus,NE,4,NULL,NULL,NULL,NULL,40,0.7327,NULL,-2,3,-2,14972,NULL,NULL,NULL,NULL,22600,11800,33600,16400,NULL,0.5589519651,0.4497816594,0.4444444444
Sanford-Brown College-Online,FL,5,0.1509,NULL,NULL,0.252,25,0.8302,0,11,3,6,NULL,NULL,NULL,NULL,NULL,29300,16200,43700,28700,NULL,0.7023121387,0.5895953757,0.4523809524
Argosy University-Phoenix Online Division,AZ,6,0.06,0.3212,NULL,0.0456,4519,0.5809,0.0008,5,3,12,27569,26922,30266,33303,33303,41400,24400,60300,34300,4980,0.7293993359,0.753923936,0.4925148291
Fortis College-Salt Lake City,UT,7,NULL,NULL,NULL,NULL,490,0.7659,NULL,4,3,1,18135,17396,17913,23511,NULL,24100,12900,33500,18800,5993,0.6453537937,0.8303495311,0.5376106195
Polytechnic University of Puerto Rico-Miami,FL,5,1,1,NULL,NULL,61,0.623,0,5,2,6,NULL,NULL,22850,NULL,NULL,29800,17100,48400,27500,2960,0.673814165,0.2729044834,0.2195994278
Polytechnic University of Puerto Rico-Orlando,FL,5,0.0625,0.3333,NULL,0.5,124,0.6117,0.6552,5,2,6,11560,NULL,NULL,NULL,NULL,29800,17100,48400,27500,5167,0.673814165,0.2729044834,0.2195994278
Ross Medical Education Center-Fort Wayne,IN,3,NULL,NULL,NULL,NULL,123,0.6238,NULL,4,3,1,19000,NULL,17890,NULL,NULL,24100,14000,32100,15400,2076,0.7020453289,0.6749585406,0.5740378343
Ross Medical Education Center-Portage,MI,3,NULL,NULL,NULL,NULL,135,0.4669,NULL,-2,3,-2,20470,21466,23448,NULL,NULL,21200,10500,30400,14900,NULL,0.7270126686,0.697997548,0.5271170314
Geisinger Commonwealth School of Medicine,PA,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Josef's School of Hair Skin & Body-Fargo,ND,4,NULL,NULL,NULL,NULL,68,0.5319,NULL,-2,3,-2,12137,13333,16582,17262,17262,24700,PrivacySuppressed,PrivacySuppressed,15800,NULL,0.52,0.5371428571,0.3087248322
Northeast Technology Center-Claremore,OK,6,NULL,NULL,NULL,NULL,114,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,28400,15500,41000,18000,NULL,0.6764705882,0.6339869281,0.5357142857
Platt College-McCann-Allentown,PA,2,NULL,NULL,NULL,NULL,568,0.8433,NULL,3,3,2,18802,23963,23963,NULL,NULL,NULL,NULL,NULL,NULL,3963,0.8070704303,0.740476843,0.6214870153
Salon Success Academy-Fontana,CA,8,NULL,NULL,NULL,NULL,35,0.6818,NULL,-2,3,-2,10391,11174,14916,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7370892019,0.5610328638,0.5130434783
Salon Success Academy-Redlands,CA,8,NULL,NULL,NULL,NULL,95,0.7108,NULL,-2,3,-2,9953,10685,13910,14110,15693,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7370892019,0.5610328638,0.5130434783
Brown Mackie College-Phoenix,AZ,6,0.2754,NULL,NULL,0.268,164,0.7603,0.0046,11,3,6,NULL,NULL,NULL,NULL,NULL,29400,16900,42500,20300,3310,0.7125425653,0.6569239501,0.4887650235
Strayer University-West Virginia,WV,5,0,0.25,NULL,NULL,142,0.7908,NULL,5,3,6,NULL,NULL,NULL,NULL,NULL,45900,27500,72000,39800,NULL,0.7151960619,0.9163154523,0.5372940338
Brown Mackie College-Greenville,SC,5,0,NULL,NULL,0.2059,216,0.7544,0,11,3,6,NULL,NULL,NULL,NULL,NULL,29400,16900,42500,20300,4911,0.7125425653,0.6569239501,0.4887650235
Vanguard College of Cosmetology-Baton Rouge,LA,5,NULL,NULL,NULL,NULL,156,0.6919,NULL,-2,3,-2,10187,11027,13197,NULL,14659,17200,PrivacySuppressed,PrivacySuppressed,16600,NULL,0.6486013986,0.4685314685,0.487755102
Beauty Schools of America-Homestead,FL,5,NULL,NULL,NULL,NULL,261,0.6998,NULL,-2,3,-2,23232,23292,NULL,NULL,NULL,15400,9900,25900,14600,NULL,0.8918302145,0.8101323597,0.6978056426
South Texas Vocational Technical Institute-Brownsville,TX,6,NULL,NULL,NULL,NULL,289,0.9022,NULL,-2,3,-2,23601,24118,27889,28954,NULL,21900,13600,32900,24100,NULL,0.8190757129,0.4562438545,0.6805555556
Platt College-STVT-Corpus Christi,TX,6,NULL,NULL,NULL,NULL,345,0.8389,NULL,-2,3,-2,27033,27234,28682,31884,31884,19700,12500,30800,24800,NULL,0.7356509144,0.7160963245,0.5862318841
L'Ecole Culinaire-Memphis,TN,5,NULL,NULL,NULL,NULL,272,0.9075,NULL,4,3,1,19773,21303,22499,25471,NULL,25400,13600,42400,22700,5602,0.7686335404,0.7220496894,0.509127789
University of Minnesota-Rochester,MN,4,0.54,0.691,0.49641660564911,0.6126,459,0.6276,0.3498,14,1,8,NULL,NULL,NULL,NULL,NULL,51900,34800,75300,49600,6620,0.2223293482,0.1116467412,0.1865601991
Health And Style Institute,NC,5,NULL,NULL,NULL,NULL,451,0.3047,NULL,-2,3,-2,17852,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7384393064,0.6820809249,0.4713804714
College of Business and Technology-Cutler Bay,FL,5,NULL,NULL,NULL,NULL,126,1,NULL,4,3,1,13256,NULL,NULL,NULL,NULL,23800,11600,37800,20600,2600,0.8673323823,0.862339515,0.5826484018
Herzing University-Toledo,OH,3,NULL,0.3929,0.79408284023668,0.0833,213,0.9455,0,7,2,6,20514,18418,NULL,NULL,NULL,37800,22900,54700,27900,4427,0.6933148684,0.8592471358,0.5209032652
Capri Beauty College,IL,3,NULL,NULL,NULL,NULL,43,0.6154,NULL,-2,3,-2,15358,NULL,NULL,NULL,NULL,25500,13200,36400,18700,NULL,0.4473684211,0.375,0.4511278195
Milan Institute-Bakersfield,CA,8,NULL,NULL,NULL,NULL,341,0.4138,NULL,-2,3,-2,16102,17183,18863,20605,20605,18400,9400,31600,16000,NULL,0.7739987285,0.6684678957,0.598810613
Homestead Schools,CA,8,NULL,NULL,NULL,0.8333,150,0.6982,0,6,2,6,12099,11653,16080,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5341614907,0.801242236,0.5348837209
Carrington College-Las Vegas,NV,8,NULL,NULL,0.52561247216035,NULL,322,0.4728,NULL,3,3,1,15024,20381,19058,NULL,NULL,25400,13700,36000,21000,5156,0.7046770601,0.6369710468,0.5548350719
Carrington College-Reno,NV,8,NULL,NULL,0.54117647058823,NULL,362,0.5057,NULL,3,3,1,20493,NULL,NULL,26308,NULL,27400,14100,40400,20000,7069,0.5690208668,0.7383627608,0.4888457808
Chamberlain University-Florida,FL,5,0,0.4286,0.55629139072847,0.5,1021,0.8213,0.3333,5,3,6,NULL,NULL,NULL,NULL,NULL,58400,37100,77900,33500,6574,0.3369315068,0.8631780822,0.47309798
Remington College-Columbia Campus,SC,5,NULL,NULL,NULL,NULL,272,0.356,NULL,-2,2,-2,17661,17892,22005,NULL,22005,26800,14900,37300,17800,NULL,0.8103864734,0.7223320158,0.5946662943
Washington Barber College Inc,AR,5,NULL,NULL,NULL,NULL,63,0.4872,NULL,-2,3,-2,16603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8442211055,0.7537688442,0.5547945205
InterCoast Colleges-Rancho Cordova,CA,8,NULL,NULL,NULL,NULL,212,0.9194,NULL,-2,3,-2,19659,20411,23609,NULL,NULL,21800,11000,35000,18300,NULL,0.7397078353,0.7954847278,0.5428832117
Horizon University,IN,3,NULL,1,NULL,0,16,0.3913,0,5,2,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
San Diego Culinary Institute,CA,8,NULL,NULL,0.68085106382978,NULL,39,0.4222,NULL,-2,3,-2,25205,29219,27388,29219,NULL,NULL,NULL,NULL,NULL,NULL,0.53,0.7,PrivacySuppressed
Beyond 21st Century Beauty Academy,CA,8,NULL,NULL,NULL,NULL,60,0.3049,NULL,-2,3,-2,14849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7846153846,0.5846153846,0.7111111111
Academy for Jewish Religion-California,CA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Angeles College,CA,8,NULL,1,NULL,0.8,156,0.2036,0,7,3,6,11834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4455,0.8115183246,0.8219895288,0.7339449541
Angeles Institute,CA,8,NULL,NULL,NULL,NULL,96,0.9271,NULL,-2,3,-2,20885,22152,20885,20885,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6591639871,0.6655948553,0.4210526316
Paul Mitchell the School-Temecula,CA,8,NULL,NULL,NULL,NULL,340,0.7033,NULL,-2,3,-2,18962,18820,20632,23128,23235,NULL,NULL,NULL,NULL,NULL,0.5338983051,0.4449152542,0.4936386768
European Academy of Cosmetology and Hairdressing,CT,1,NULL,NULL,NULL,NULL,28,0.7222,NULL,-2,3,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.46875,0.46875,PrivacySuppressed
International Institute of Cosmetology,CT,1,NULL,NULL,NULL,NULL,185,0.4892,NULL,-2,3,-2,11374,11541,14005,16877,17015,NULL,NULL,NULL,NULL,NULL,0.4,0.3375,0.4748201439
Florida School of Traditional Midwifery,FL,5,NULL,NULL,NULL,NULL,51,0.7255,NULL,-2,2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Emerald Coast Technical College,FL,5,NULL,NULL,NULL,NULL,196,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7195121951,0.756097561,0.5259259259
Immokalee Technical College,FL,5,NULL,NULL,NULL,NULL,205,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6338797814,0.3114754098,0.6576576577
American Academy of Cosmetology,FL,5,NULL,NULL,NULL,NULL,83,0.6372,NULL,-2,3,-2,21213,22624,23328,23328,NULL,NULL,NULL,NULL,NULL,NULL,0.7519379845,0.7751937984,0.5648148148
University of Fort Lauderdale,FL,5,NULL,NULL,NULL,0.1429,57,0.6379,0,5,2,6,8218,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3229,0.7446808511,0.4893617021,0.46875
Aviation Institute of Maintenance-Orlando,FL,5,NULL,NULL,NULL,NULL,266,0.7351,NULL,-2,3,-2,21036,23697,23756,26421,NULL,NULL,NULL,NULL,NULL,NULL,0.6792929293,0.601010101,0.3949044586
Summit Salon Academy,FL,5,NULL,NULL,NULL,NULL,127,0.4861,NULL,-2,3,-2,13752,14276,17483,18841,18841,NULL,NULL,NULL,NULL,NULL,0.5344827586,0.5402298851,0.4594594595
Summit Salon Academy-Gainesville,FL,5,NULL,NULL,NULL,NULL,80,0.7305,NULL,-2,3,-2,15721,16324,18634,NULL,19087,NULL,NULL,NULL,NULL,NULL,0.7535211268,0.6549295775,0.4516129032
Tenaj Salon Institute,FL,5,NULL,NULL,NULL,NULL,130,0.7135,NULL,-2,3,-2,18852,18658,22012,23300,NULL,NULL,NULL,NULL,NULL,NULL,0.7632850242,0.652173913,0.5151515152
Profile Institute of Barber-Styling,GA,5,NULL,NULL,NULL,NULL,56,0.6857,NULL,-2,3,-2,13233,14156,17791,17791,17791,NULL,NULL,NULL,NULL,NULL,0.7411764706,0.8117647059,0.4857142857
Keune Academy by 124,GA,5,NULL,NULL,NULL,NULL,86,0.6014,NULL,-2,3,-2,17891,19795,19789,21202,21828,NULL,NULL,NULL,NULL,NULL,0.5135135135,0.3581081081,PrivacySuppressed
Pacific Rim Christian University,HI,8,NULL,0.7308,0.56896551724137,0.6316,121,0.5455,0.1818,9,2,6,16760,17911,19743,21155,NULL,29500,17600,41500,20400,NULL,0.5212765957,0.5,PrivacySuppressed
Urban 113 School of Cosmetology,ID,7,NULL,NULL,NULL,NULL,24,0.7059,NULL,-2,3,-2,21423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.725,0.625,PrivacySuppressed
